uuid;n_sq;response_type;reason_protest;reason_truezero;reason_sensitivity;C7_newr1;C7_newr2;C7_newr3;C7_comment;C8_newr1;C8_newr2;C8_newr3;C8_newr4;C8_newr5;C8_newr6;C8_newr7;C8_newr8;C8_newr9;C8_comment;comment_override
rjevsmcafxehe4rr;6;Uncertain;FALSE;FALSE;TRUE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
rxx2m7vwcup1yzew;6;True zero;FALSE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
s01emtgz50ecwu1u;6;Uncertain;FALSE;FALSE;TRUE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
t3t8yp739pswcpth;6;Protest;TRUE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
t3xu49s6f3upzy8j;6;True zero;FALSE;TRUE;FALSE;Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;Jeg bruker ikke Oslofjorden;;NA
t5rcujeh3ben33x6;6;Protest;TRUE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;Jeg bruker ikke Oslofjorden;;NA
tgvrs6ns5068rztq;6;True zero;FALSE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
u3880uaq5a80uyb5;6;Unclassified SQ;FALSE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;Dette er ikke en kostnad som skal veltes over på beboere.;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;kostnader skal ikke veltes over til privatpersoner;Protest
ucrm221t40hq6urr;6;True zero;FALSE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
uprvtjgt2m7rncqp;6;Protest;TRUE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
upwaa6jzs3t57x68;6;True zero;FALSE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
us4dce04gj976x35;6;Protest;TRUE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
uwnc15j17rez4ukw;6;Protest;TRUE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
uy17cexyn292xn6e;6;Protest;TRUE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;jeg mener innbyggerne ikke skal betale;NO TO: Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
uy9dfq5xb7vfv9q5;6;Protest;TRUE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;Avgifter er for høyt fra før.;Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;Tror ikke at kommunen jeg bor i bruker penger effektivt;Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
uygw5djau19b5y06;6;Protest;TRUE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
vdmycpz5ppjcy0zn;6;Protest;TRUE;TRUE;TRUE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;Årsaken til dårlig kvalitet må utbedres. Mindre avfall fra gårdsdrift mm.;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;Tror ikke at kommunen jeg bor i bruker penger effektivt;Tror ikke at andre kommuner bruker penger effektivt;Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
vg8s1a4vkrwmysvk;6;Protest;TRUE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
vufuhseg67qawf5v;6;Protest;TRUE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;Jeg vil ikke betale for andres problemer.;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
vv13ntuepx32hemd;6;Protest;TRUE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;Tror ikke at kommunen jeg bor i bruker penger effektivt;Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
vw6dnujyat1earu1;6;Protest;TRUE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;Tror ikke at kommunen jeg bor i bruker penger effektivt;Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
vwhwzw8jt7ujx8bu;6;True zero;FALSE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
vyzqyfxqpkdanaty;6;True zero;FALSE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
w06px81csrknkgnb;6;True zero;FALSE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
wdvvxzwqcb7ufs92;6;True zero;FALSE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
whuhryhty8urr4et;6;True zero;FALSE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;Jeg mener at staten bør ta denne kostnaden. Vi finansierer mange veier som jeg aldri skal kjøre på via skatteseddelen og da mener jeg at staten bør ta denne kostnaden. Jeg er alenefar og har ikke anledning til å få enda mer skatt på min allerede anstrengte økonomi.;Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;Mener dette bør finansieres via statlige midler, på lik linje som veiavgiften jeg betaler finansierer store prosjekter andre steder i landet.;NA
wn2kpn3qs72pdfea;6;Protest;TRUE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
wr7yktbrwmtbevv6;6;Unclassified SQ;FALSE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;Penger burde kommer fra oljefond;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;Oljefondet må brukes, en ren fjord absolut er viktig for hele Norge og oljeleting er forurensning;Protest
wt7h2ts7drss2zu8;6;Protest;TRUE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;Tror ikke at kommunen jeg bor i bruker penger effektivt;Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
wu1brfdmparq2hvp;6;Protest;TRUE;FALSE;TRUE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
wvcugxdndvque4h7;6;Protest;TRUE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
xgrzmzk3pnngx5zw;6;Unclassified SQ;FALSE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;Jeg mener staten har ansvar og må betale, de e;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;Staten må ta regningen, de har godtatt og godkjent så situasjonen ble sånn;Protest
xmzchat1tj2vwm6r;6;True zero;FALSE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
xr17nenj3aggu6rc;6;Protest;TRUE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
xrfg813ze29813qg;6;Protest;TRUE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;Det er myndighetene som må sette av penger til dette;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
xv3j9wp2t5us2t6x;6;Protest;TRUE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;Tror ikke at kommunen jeg bor i bruker penger effektivt;Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
xwbuntgf84y6cfe4;6;Protest;TRUE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;Benytter andre steder enn Oslofjorden!;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;Tror ikke at kommunen jeg bor i bruker penger effektivt;Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
y1p7up4zvxxgj1b9;6;Protest;TRUE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;Tror ikke at kommunen jeg bor i bruker penger effektivt;Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
y4s7m3ajsyux7eb4;6;Protest;TRUE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;Jeg mener staten må ta dette ansvaret!!!;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;Tror ikke at kommunen jeg bor i bruker penger effektivt;Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
yhsm660nn6wn1apk;6;Protest;TRUE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;Tror ikke at kommunen jeg bor i bruker penger effektivt;Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
yn1nau91mj38a967;6;Uncertain;FALSE;FALSE;TRUE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
